"","born","Died","sex","age_at_debut","ad_cat","mamed","delta"
"104669","1987-02-09",NA,"Male",21,"do_22","ano",0
"104690","1976-07-12",NA,"Male",32,"26+","ne",0
"104698","1977-08-03",NA,"Male",31,"26+","ne",0
"104707","1984-07-18",NA,"Male",24,"ostatni","ne",0
"104724","1980-01-21",NA,"Male",28,"26+","ne",0
"104749","1981-12-28",NA,"Male",27,"26+","ne",0
"104762","1986-07-06",NA,"Male",22,"ostatni","ne",0
"104764","1988-01-30",NA,"Male",20,"do_22","ne",0
"104789","1989-12-01",NA,"Male",19,"do_22","ne",0
"104805","1970-10-26",NA,"Male",38,"26+","ne",0
"104819","1981-03-24",NA,"Male",27,"26+","ano",0
"104830","1974-09-11",NA,"Male",34,"26+","ne",0
"104854","1962-01-01",NA,"Female",46,"26+","ne",0
"104863","1986-09-02",NA,"Female",30,"26+","ne",0
"104864","1986-09-02",NA,"Female",22,"ostatni","ne",0
"104876","1990-04-15",NA,"Female",18,"do_22","ne",0
"104904","1989-02-22",2010,"Male",19,"do_22","ne",1
"104923","1978-10-24",NA,"Male",30,"26+","ne",0
"104934","1989-03-19",NA,"Male",19,"do_22","ano",0
"104940","1985-09-17",NA,"Male",23,"ostatni","ne",0
"104953","1975-02-02",NA,"Male",33,"26+","ne",0
"104974","1991-02-02",NA,"Female",17,"do_22","ne",0
"104985","1984-01-07",NA,"Female",24,"ostatni","ano",0
"105023","1982-04-25",NA,"Male",26,"ostatni","ano",0
"105049","1979-07-08",NA,"Female",29,"26+","ne",0
"105052","1974-01-17",NA,"Female",34,"26+","ne",0
"105137","1979-12-28",NA,"Male",29,"26+","ne",0
"105154","1982-10-07",NA,"Male",26,"ostatni","ne",0
"105161","1987-10-07",NA,"Male",21,"do_22","ne",0
"105174","1974-07-04",NA,"Female",34,"26+","ne",0
"105220","1992-01-19",NA,"Female",16,"do_22","ano",0
"105221","1989-10-30",NA,"Female",19,"do_22","ano",0
"105222","1988-06-23",NA,"Female",20,"do_22","ano",0
"105223","1991-12-14",NA,"Female",17,"do_22","ano",0
"105224","1987-12-03",NA,"Female",21,"do_22","ano",0
"105225","1992-06-23",NA,"Female",16,"do_22","ano",0
"105301","1982-03-26",NA,"Female",26,"ostatni","ne",0
"105302","1979-04-21",NA,"Female",29,"26+","ne",0
"105321","1988-04-26",NA,"Female",20,"do_22","ne",0
"105328","1982-10-17",NA,"Female",26,"ostatni","ano",0
"105376","1980-12-24",NA,"Male",28,"26+","ne",0
"105417","1981-08-01",NA,"Male",27,"26+","ne",0
"105418","1986-08-31",NA,"Male",22,"ostatni","ne",0
"105430","1984-02-03",NA,"Male",24,"ostatni","ne",0
"105434","1987-11-02",NA,"Male",21,"do_22","ne",0
"105454","1950-07-15",NA,"Male",58,"26+","ne",0
"105455","1978-05-11",NA,"Male",30,"26+","ne",0
"105491","1981-08-16",NA,"Female",27,"26+","ne",0
"105492","1988-09-23",NA,"Female",20,"do_22","ne",0
"105493","1981-03-14",NA,"Female",27,"26+","ne",0
"105494","1979-08-02",NA,"Female",29,"26+","ne",0
"105514","1979-05-31",NA,"Female",29,"26+","ne",0
"105515","1982-07-12",NA,"Female",26,"ostatni","ne",0
"105542","1983-06-09",NA,"Female",25,"ostatni","ano",0
"105543","1981-09-25",NA,"Female",27,"26+","ano",0
"105544","1983-03-18",NA,"Female",25,"ostatni","ano",0
"105545","1987-12-27",NA,"Female",21,"do_22","ano",0
"105546","1982-11-08",NA,"Female",26,"ostatni","ano",0
"105547","1982-10-11",NA,"Female",26,"ostatni","ano",0
"105586","1981-10-02",NA,"Male",27,"26+","ne",0
"105587","1981-09-28",NA,"Male",27,"26+","ne",0
"105588","1983-01-31",NA,"Male",25,"ostatni","ano",0
"105624","1975-08-21",NA,"Male",33,"26+","ne",0
"105625","1983-08-02",NA,"Male",25,"ostatni","ne",0
"105626","1979-12-07",NA,"Male",29,"26+","ne",0
"105667","1978-11-12",NA,"Male",30,"26+","ano",0
"105668","1982-04-06",NA,"Male",26,"ostatni","ano",0
"105669","1979-05-31",NA,"Male",29,"26+","ano",0
"105670","1984-05-22",NA,"Male",24,"ostatni","ano",0
"105671","1980-03-13",NA,"Male",28,"26+","ano",0
"105672","1981-07-27",NA,"Male",27,"26+","ano",0
"105691","1988-04-04",NA,"Female",20,"do_22","ano",0
"105704","1986-10-15",NA,"Female",22,"ostatni","ano",0
"105711","1983-11-01",NA,"Female",25,"ostatni","ano",0
"105728","1990-07-27",NA,"Male",18,"do_22","ano",0
"105768","1978-07-29",NA,"Male",30,"26+","ano",0
"105785","1985-09-22",NA,"Male",23,"ostatni","ano",0
"105809","1897-12-27",1977,"Male",31,"26+","ne",1
"105815","1956-06-05",NA,"Male",28,"26+","ano",0
"105816","1880-12-15",1951,"Male",24,"ostatni","ne",1
"105820","1989-08-18",NA,"Female",21,"do_22","ne",0
"105825","1986-02-10",NA,"Male",24,"ostatni","ano",0
"105843","1986-08-14",NA,"Female",24,"ostatni","ne",0
"105872","1985-09-17",NA,"Female",25,"ostatni","ne",0
"105880","1981-06-26",NA,"Male",29,"26+","ne",0
"105900","1987-05-28",NA,"Female",23,"ostatni","ne",0
"105924","1987-09-24",NA,"Female",23,"ostatni","ne",0
"105933","1989-03-27",NA,"Male",21,"do_22","ne",0
"105970","1989-03-20",NA,"Male",21,"do_22","ne",0
"105976","1987-01-01",NA,"Male",23,"ostatni","ne",0
"106003","1981-12-08",NA,"Female",29,"26+","ne",0
"106014","1987-10-30",NA,"Female",23,"ostatni","ne",0
"106045","1984-10-07",NA,"Female",26,"ostatni","ne",0
"106077","1980-05-28",NA,"Female",30,"26+","ne",0
"106081","1983-05-29",NA,"Male",27,"26+","ano",0
"106086","1976-08-21",NA,"Male",34,"26+","ne",0
"106099","1983-04-28",NA,"Female",27,"26+","ne",0
"106100","1980-05-30",NA,"Female",30,"26+","ano",0
"106112","1981-03-26",NA,"Male",29,"26+","ne",0
"106118","1986-12-12",NA,"Male",24,"ostatni","ne",0
"106121","1987-04-16",NA,"Male",23,"ostatni","ano",0
"106137","1983-08-04",NA,"Female",27,"26+","ne",0
"106140","1985-05-08",NA,"Male",25,"ostatni","ne",0
"106154","1983-04-15",NA,"Male",27,"26+","ano",0
"106182","1980-11-07",NA,"Female",30,"26+","ne",0
"106199","1982-11-26",NA,"Male",28,"26+","ne",0
"106203","1982-04-17",NA,"Female",28,"26+","ne",0
"106232","1987-01-12",NA,"Female",23,"ostatni","ne",0
"106252","1986-05-13",NA,"Female",24,"ostatni","ne",0
"106277","1987-05-14",NA,"Male",23,"ostatni","ne",0
"106300","1973-07-05",NA,"Female",37,"26+","ne",0
"106313","1987-08-13",NA,"Male",23,"ostatni","ne",0
"106324","1983-09-18",NA,"Male",27,"26+","ne",0
"106325","1983-07-14",NA,"Male",27,"26+","ne",0
"106326","1969-06-23",NA,"Male",41,"26+","ne",0
"106342","1976-03-10",NA,"Female",34,"26+","ne",0
"106343","1980-11-10",NA,"Female",30,"26+","ne",0
"106372","1993-09-14",NA,"Female",17,"do_22","ano",0
"106376","1988-04-07",NA,"Male",22,"ostatni","ano",0
"106387","1985-07-19",NA,"Male",25,"ostatni","ne",0
"106395","1984-05-28",NA,"Female",26,"ostatni","ne",0
"106407","1985-06-12",NA,"Female",25,"ostatni","ne",0
"106415","1987-08-20",NA,"Male",23,"ostatni","ne",0
"106419","1981-04-02",NA,"Male",29,"26+","ne",0
"106420","1982-03-24",NA,"Male",28,"26+","ne",0
"106423","1987-12-25",NA,"Male",23,"ostatni","ne",0
"106464","1984-11-17",NA,"Female",26,"ostatni","ne",0
"106473","1993-06-22",NA,"Female",17,"do_22","ne",0
"106474","1987-10-24",NA,"Male",23,"ostatni","ano",0
"106483","1990-05-14",NA,"Female",20,"do_22","ne",0
"106484","1989-02-23",NA,"Male",21,"do_22","ano",0
"106493","1984-04-10",NA,"Male",26,"ostatni","ne",0
"106494","1985-06-05",NA,"Male",25,"ostatni","ano",0
"106507","1980-05-06",NA,"Male",30,"26+","ne",0
"106512","1987-01-01",NA,"Female",23,"ostatni","ano",0
"106513","1993-04-16",NA,"Female",17,"do_22","ano",0
"106524","1992-07-21",NA,"Female",18,"do_22","ne",0
"106562","1987-03-17",NA,"Male",23,"ostatni","ano",0
"106566","1987-06-20",NA,"Female",23,"ostatni","ano",0
"106567","1980-09-26",NA,"Male",30,"26+","ano",0
"106576","1984-05-01",NA,"Male",26,"ostatni","ano",0
"106584","1984-11-04",NA,"Male",26,"ostatni","ano",0
"106585","1984-11-04",NA,"Male",26,"ostatni","ano",0
"106591","1988-03-21",NA,"Male",22,"ostatni","ano",0
"106592","1987-02-05",NA,"Female",23,"ostatni","ano",0
"106595","1987-03-07",NA,"Female",23,"ostatni","ano",0
"106600","1989-07-12",NA,"Female",21,"do_22","ano",0
"106607","1987-01-13",NA,"Male",23,"ostatni","ano",0
"106617","1985-12-19",NA,"Female",25,"ostatni","ano",0
"106620","1986-03-27",NA,"Female",24,"ostatni","ano",0
"106621","1984-07-11",NA,"Male",26,"ostatni","ano",0
"106627","1986-01-21",NA,"Male",24,"ostatni","ano",0
"106633","1987-04-22",NA,"Female",23,"ostatni","ano",0
"106635","1984-02-29",NA,"Female",26,"ostatni","ano",0
"106638","1988-01-13",NA,"Female",22,"ostatni","ano",0
"106639","1980-10-18",NA,"Female",30,"26+","ano",0
"106650","1986-08-18",NA,"Female",24,"ostatni","ano",0
"106676","1987-09-03",NA,"Female",23,"ostatni","ano",0
"106683","1983-02-19",NA,"Male",27,"26+","ano",0
"106688","1988-07-29",NA,"Female",22,"ostatni","ano",0
"106703","1988-11-19",NA,"Male",22,"ostatni","ano",0
"106706","1983-01-29",NA,"Male",27,"26+","ano",0
"106707","1985-12-27",NA,"Male",25,"ostatni","ano",0
"106713","1987-10-02",NA,"Male",23,"ostatni","ano",0
"106723","1985-03-21",NA,"Male",25,"ostatni","ano",0
"106725","1984-08-31",NA,"Male",26,"ostatni","ano",0
"106726","1979-12-01",NA,"Male",31,"26+","ano",0
"106727","1980-07-17",NA,"Male",30,"26+","ano",0
"106728","1985-01-21",NA,"Male",25,"ostatni","ano",0
"106747","1974-04-15",NA,"Male",36,"26+","ano",0
"106766","1984-07-28",NA,"Male",26,"ostatni","ano",0
"106778","1988-06-26",NA,"Male",22,"ostatni","ano",0
"106784","1985-04-29",NA,"Female",25,"ostatni","ne",0
"106790","1987-02-17",NA,"Female",23,"ostatni","ne",0
"106826","1990-05-11",NA,"Male",20,"do_22","ne",0
"106839","1985-06-10",NA,"Male",25,"ostatni","ne",0
"106849","1982-12-08",NA,"Female",28,"26+","ano",0
"106857","1979-03-22",NA,"Male",31,"26+","ne",0
"106875","1988-08-24",NA,"Male",22,"ostatni","ne",0
"106879","1992-02-24",NA,"Male",18,"do_22","ne",0
"106901","1989-02-14",NA,"Female",21,"do_22","ne",0
"106909","1992-03-24",NA,"Female",18,"do_22","ne",0
"106913","1990-12-19",NA,"Male",20,"do_22","ne",0
"106939","1981-12-17",NA,"Male",29,"26+","ano",0
"106954","1987-11-12",NA,"Male",23,"ostatni","ano",0
"106982","1990-09-03",NA,"Male",20,"do_22","ano",0
"106999","1983-01-09",NA,"Female",27,"26+","ne",0
"107002","1990-03-14",NA,"Male",20,"do_22","ano",0
"107007","1988-11-15",NA,"Female",22,"ostatni","ne",0
"107022","1989-12-18",NA,"Male",21,"do_22","ne",0
"107025","1987-01-10",NA,"Female",23,"ostatni","ne",0
"107034","1983-04-30",NA,"Female",27,"26+","ne",0
"107037","1986-10-20",NA,"Male",24,"ostatni","ne",0
"107053","1989-04-05",NA,"Male",21,"do_22","ano",0
"107062","1990-07-30",NA,"Female",20,"do_22","ano",0
"107079","1990-07-17",NA,"Male",20,"do_22","ano",0
"107083","1984-04-20",NA,"Male",26,"ostatni","ano",0
"107086","1988-07-30",NA,"Female",22,"ostatni","ano",0
"107090","1990-08-21",NA,"Female",20,"do_22","ano",0
"107112","1991-10-07",NA,"Male",19,"do_22","ano",0
"107118","1982-05-09",NA,"Male",28,"26+","ano",0
"107177","1928-02-04",NA,"Female",36,"26+","ne",0
"107183","1972-06-01",NA,"Female",24,"ostatni","ne",0
"107184","1870-04-25",1953,"Male",34,"26+","ne",1
"107186","1937-05-19",NA,"Female",19,"do_22","ano",0
"112371","1991-01-20",NA,"Female",21,"do_22","ano",0
"112372","1986-03-06",NA,"Male",26,"ostatni","ano",0
"112373","1988-11-12",NA,"Male",24,"ostatni","ano",0
"112374","1982-08-31",NA,"Male",30,"26+","ne",0
"112375","1989-01-19",NA,"Male",23,"ostatni","ne",0
"112376","1986-06-21",NA,"Male",26,"ostatni","ano",0
"112377","1988-07-10",NA,"Male",24,"ostatni","ne",0
"112378","1979-04-01",NA,"Female",33,"26+","ne",0
"112379","1984-01-28",NA,"Male",28,"26+","ano",0
"112380","1987-05-04",NA,"Male",25,"ostatni","ne",0
"112381","1989-04-13",NA,"Male",23,"ostatni","ne",0
"112382","1988-09-29",NA,"Male",24,"ostatni","ano",0
"112383","1972-10-18",NA,"Male",40,"26+","ne",0
"112384","1982-10-02",NA,"Male",30,"26+","ano",0
"112385","1981-05-27",NA,"Male",31,"26+","ne",0
"112386","1988-08-01",NA,"Female",24,"ostatni","ano",0
"112387","1986-11-24",NA,"Male",26,"ostatni","ne",0
"112745","1990-06-30",NA,"Female",22,"ostatni","ne",0
"112746","1984-01-21",NA,"Female",28,"26+","ne",0
"112747","1984-01-21",NA,"Female",32,"26+","ne",0
"112748","1994-06-15",NA,"Female",18,"do_22","ano",0
"112749","1987-08-31",NA,"Female",25,"ostatni","ne",0
"112750","1991-08-15",NA,"Female",21,"do_22","ne",0
"112751","1971-04-12",NA,"Female",41,"26+","ne",0
"112752","1993-06-25",NA,"Female",19,"do_22","ne",0
"112753","1989-01-15",NA,"Female",23,"ostatni","ne",0
"112754","1988-08-04",NA,"Female",24,"ostatni","ano",0
"112755","1981-09-10",NA,"Female",31,"26+","ne",0
"112756","1989-09-27",NA,"Female",23,"ostatni","ano",0
"112757","1985-08-30",NA,"Female",31,"26+","ne",0
"112758","1985-08-30",NA,"Female",27,"26+","ne",0
"112759","1986-04-25",NA,"Female",26,"ostatni","ano",0
"112760","1985-07-05",NA,"Female",27,"26+","ano",0
"112761","1981-11-27",NA,"Female",35,"26+","ne",0
"112762","1981-11-27",NA,"Female",31,"26+","ne",0
"112763","1989-01-02",NA,"Female",23,"ostatni","ano",0
"112764","1989-01-12",NA,"Female",23,"ostatni","ano",0
"112765","1985-06-06",NA,"Female",27,"26+","ano",0
"112766","1982-03-12",NA,"Female",30,"26+","ano",0
"112767","1990-05-07",NA,"Female",22,"ostatni","ano",0
"112768","1989-03-08",NA,"Male",23,"ostatni","ano",0
"112769","1983-02-20",NA,"Female",29,"26+","ne",0
"112770","1986-10-13",NA,"Female",26,"ostatni","ne",0
"112771","1991-08-19",NA,"Male",21,"do_22","ne",0
"112772","1991-08-16",NA,"Male",21,"do_22","ne",0
"112773","1988-10-20",NA,"Female",24,"ostatni","ano",0
"112774","1985-12-11",NA,"Male",27,"26+","ne",0
"112775","1986-10-10",NA,"Female",26,"ostatni","ne",0
"112776","1988-05-09",NA,"Male",24,"ostatni","ne",0
"112777","1985-07-11",NA,"Female",27,"26+","ano",0
"112793","1987-03-19",NA,"Male",25,"ostatni","ne",0
"112794","1982-05-09",NA,"Female",30,"26+","ano",0
"112795","1995-07-12",NA,"Female",17,"do_22","ano",0
"112796","1996-05-15",NA,"Female",16,"do_22","ne",0
"112797","1986-05-11",NA,"Male",26,"ostatni","ano",0
"112800","1986-09-10",NA,"Female",26,"ostatni","ano",0
"112801","1991-08-09",NA,"Male",21,"do_22","ano",0
"112802","1992-05-11",NA,"Female",20,"do_22","ne",0
"112803","1990-10-01",NA,"Female",22,"ostatni","ano",0
"112804","1990-07-16",NA,"Male",22,"ostatni","ano",0
"112805","1985-07-24",NA,"Male",27,"26+","ano",0
"112806","1988-07-05",NA,"Male",24,"ostatni","ne",0
"112807","1986-06-23",NA,"Female",30,"26+","ne",0
"112808","1986-06-23",NA,"Female",26,"ostatni","ne",0
"112809","1992-10-13",NA,"Male",20,"do_22","ne",0
"112810","1984-06-13",NA,"Male",28,"26+","ne",0
"112811","1987-07-08",NA,"Female",25,"ostatni","ano",0
"112812","1984-08-31",NA,"Female",28,"26+","ne",0
"112813","1989-06-11",NA,"Female",23,"ostatni","ano",0
"112814","1989-07-02",NA,"Female",23,"ostatni","ano",0
"112815","1989-07-02",NA,"Female",27,"26+","ano",0
"112816","1988-09-14",NA,"Male",24,"ostatni","ne",0
"112817","1988-10-05",NA,"Male",24,"ostatni","ne",0
"112818","1978-04-21",NA,"Female",34,"26+","ne",0
"112819","1988-12-06",NA,"Female",28,"26+","ne",0
"112820","1988-12-06",NA,"Female",24,"ostatni","ne",0
"112821","1979-04-13",NA,"Female",33,"26+","ne",0
"112822","1980-09-30",NA,"Female",32,"26+","ne",0
"112823","1990-06-18",NA,"Male",22,"ostatni","ano",0
"112824","1987-05-15",NA,"Female",25,"ostatni","ne",0
"112825","1984-01-01",NA,"Male",28,"26+","ne",0
"112826","1982-06-20",NA,"Female",30,"26+","ano",0
"112827","1991-06-25",NA,"Female",21,"do_22","ano",0
"112828","1985-01-04",NA,"Male",27,"26+","ne",0
"112829","1983-02-05",NA,"Female",29,"26+","ano",0
"112830","1989-12-03",NA,"Male",23,"ostatni","ano",0
"112831","1990-12-24",NA,"Female",22,"ostatni","ano",0
"112832","1992-09-14",NA,"Male",20,"do_22","ano",0
"112833","1991-09-11",NA,"Female",21,"do_22","ne",0
"112834","1986-05-21",NA,"Female",26,"ostatni","ne",0
"112835","1979-07-05",NA,"Male",33,"26+","ne",0
"112836","1987-11-08",NA,"Female",25,"ostatni","ne",0
"112837","1995-11-29",NA,"Female",17,"do_22","ne",0
"112839","1986-05-19",NA,"Male",26,"ostatni","ne",0
"112840","1993-04-17",NA,"Male",19,"do_22","ano",0
"112841","1984-11-04",NA,"Female",28,"26+","ano",0
"112842","1988-05-13",NA,"Male",24,"ostatni","ano",0
"112843","1977-07-31",NA,"Female",35,"26+","ano",0
"112844","1995-03-17",NA,"Female",17,"do_22","ano",0
"112845","1986-04-23",NA,"Female",26,"ostatni","ne",0
"112846","1985-02-28",NA,"Female",27,"26+","ano",0
"112847","1991-04-30",NA,"Male",21,"do_22","ano",0
"112848","1986-03-24",NA,"Male",26,"ostatni","ano",0
"112849","1987-08-17",NA,"Male",25,"ostatni","ne",0
"112850","1987-08-17",NA,"Male",25,"ostatni","ne",0
"112851","1986-07-28",NA,"Male",26,"ostatni","ano",0
"112852","1979-11-24",NA,"Female",33,"26+","ano",0
"112853","1985-04-26",NA,"Male",27,"26+","ne",0
"112854","1981-07-17",NA,"Male",31,"26+","ne",0
"112855","1989-11-16",NA,"Female",23,"ostatni","ano",0
"112856","1980-08-01",NA,"Female",32,"26+","ano",0
"112857","1987-05-26",NA,"Female",25,"ostatni","ne",0
"112858","1982-02-14",NA,"Male",30,"26+","ne",0
"112859","1994-07-09",NA,"Female",18,"do_22","ne",0
"112860","1991-04-09",NA,"Female",21,"do_22","ne",0
"112861","1961-09-12",NA,"Female",51,"26+","ne",0
"112862","1990-04-10",NA,"Female",22,"ostatni","ne",0
"112863","1992-10-20",NA,"Male",20,"do_22","ano",0
"112864","1985-07-12",NA,"Female",27,"26+","ne",0
"112865","1989-06-01",NA,"Female",23,"ostatni","ne",0
"112866","1991-02-03",NA,"Male",21,"do_22","ano",0
"112867","1986-10-24",NA,"Male",26,"ostatni","ne",0
"112868","1987-02-25",NA,"Male",25,"ostatni","ne",0
"112869","1981-08-01",NA,"Male",31,"26+","ne",0
"112870","1986-10-16",NA,"Female",30,"26+","ano",0
"112871","1986-10-16",NA,"Female",26,"ostatni","ano",0
"112872","1983-07-29",NA,"Female",29,"26+","ne",0
"112873","1990-07-20",NA,"Female",22,"ostatni","ne",0
"112874","1980-07-17",NA,"Female",32,"26+","ano",0
"112875","1997-03-17",NA,"Female",15,"do_22","ano",0
"112876","1991-02-26",NA,"Female",21,"do_22","ano",0
"112877","1991-10-30",NA,"Male",21,"do_22","ano",0
"112878","1988-08-15",NA,"Female",24,"ostatni","ne",0
"112879","1996-06-16",NA,"Female",16,"do_22","ne",0
"112880","1989-10-06",NA,"Male",23,"ostatni","ne",0
"112881","1988-09-07",NA,"Male",24,"ostatni","ano",0
"112882","1983-05-19",NA,"Female",29,"26+","ne",0
"112883","1985-10-12",NA,"Female",27,"26+","ano",0
"112884","1989-02-08",NA,"Male",23,"ostatni","ne",0
"112885","1992-11-23",NA,"Male",20,"do_22","ne",0
"112886","1992-02-10",NA,"Female",20,"do_22","ano",0
"112887","1995-12-31",NA,"Female",17,"do_22","ano",0
"112888","1988-08-12",NA,"Male",24,"ostatni","ne",0
"112889","1991-02-12",NA,"Female",21,"do_22","ne",0
"112890","1989-10-24",NA,"Female",23,"ostatni","ne",0
"112891","1982-11-14",NA,"Male",30,"26+","ne",0
"112892","1989-01-10",NA,"Male",23,"ostatni","ano",0
"112893","1988-01-21",NA,"Male",24,"ostatni","ano",0
"112894","1958-09-14",NA,"Male",54,"26+","ne",0
"112895","1986-02-27",NA,"Male",26,"ostatni","ne",0
"112896","1984-06-02",NA,"Male",28,"26+","ne",0
"112897","1989-09-26",NA,"Male",23,"ostatni","ano",0
"112898","1959-10-03",NA,"Male",53,"26+","ne",0
"112899","1995-05-10",NA,"Female",17,"do_22","ano",0
"112900","1991-01-17",NA,"Female",21,"do_22","ne",0
"112901","1987-01-18",NA,"Female",25,"ostatni","ne",0
"112902","1987-09-09",NA,"Male",25,"ostatni","ne",0
"112903","1991-02-20",NA,"Male",21,"do_22","ne",0
"112904","1990-06-24",NA,"Male",22,"ostatni","ne",0
"112905","1989-01-24",NA,"Female",23,"ostatni","ne",0
"112906","1993-04-29",NA,"Female",19,"do_22","ne",0
"112907","1981-11-01",NA,"Female",31,"26+","ne",0
"112908","1988-12-13",NA,"Male",24,"ostatni","ne",0
"112909","1973-03-06",NA,"Female",39,"26+","ano",0
"112910","1995-02-13",NA,"Female",17,"do_22","ano",0
"112911","1987-10-05",NA,"Female",25,"ostatni","ano",0
"112912","1985-03-18",NA,"Male",27,"26+","ne",0
"112913","1987-04-18",NA,"Male",25,"ostatni","ano",0
"112914","1990-09-30",NA,"Female",22,"ostatni","ano",0
"112915","1991-11-20",NA,"Female",21,"do_22","ano",0
"112916","1988-01-30",NA,"Female",24,"ostatni","ano",0
"112917","1992-09-30",NA,"Male",20,"do_22","ne",0
"112918","1988-02-05",NA,"Female",24,"ostatni","ne",0
"112919","1990-06-26",NA,"Male",22,"ostatni","ne",0
"112920","1993-12-15",NA,"Female",19,"do_22","ano",0
"112921","1983-04-07",NA,"Male",29,"26+","ne",0
"112922","1979-08-20",NA,"Male",33,"26+","ne",0
"112923","1990-11-10",NA,"Male",22,"ostatni","ne",0
"112924","1986-12-12",NA,"Male",26,"ostatni","ne",0
"112925","1988-02-23",NA,"Male",24,"ostatni","ne",0
"112926","1985-06-05",NA,"Female",27,"26+","ne",0
"112927","1988-12-05",NA,"Female",24,"ostatni","ano",0
"112928","1986-03-08",NA,"Male",26,"ostatni","ne",0
"112937","1989-11-01",NA,"Female",23,"ostatni","ne",0
"112938","1991-07-12",NA,"Female",21,"do_22","ne",0
"112939","1986-04-04",NA,"Male",26,"ostatni","ano",0
"112940","1985-12-19",NA,"Male",27,"26+","ne",0
"112941","1996-10-24",NA,"Female",16,"do_22","ano",0
"112942","1987-09-26",NA,"Male",25,"ostatni","ano",0
"112943","1983-03-04",NA,"Male",29,"26+","ne",0
"112944","1992-12-30",NA,"Male",20,"do_22","ne",0
"112945","1984-10-25",NA,"Male",28,"26+","ne",0
"112946","1990-06-04",NA,"Female",22,"ostatni","ano",0
"112947","1981-05-01",NA,"Male",31,"26+","ne",0
"112948","1990-06-26",NA,"Female",22,"ostatni","ano",0
"112949","1990-06-30",NA,"Female",22,"ostatni","ne",0
"112950","1985-05-15",NA,"Male",27,"26+","ano",0
"112951","1982-07-27",NA,"Female",30,"26+","ne",0
"112952","1990-03-03",NA,"Male",22,"ostatni","ne",0
"112953","1981-12-15",NA,"Male",31,"26+","ne",0
"112954","1986-04-27",NA,"Male",26,"ostatni","ne",0
"112955","1993-06-04",NA,"Female",19,"do_22","ano",0
"112956","1983-05-09",NA,"Female",29,"26+","ne",0
"112957","1985-04-13",NA,"Male",27,"26+","ne",0
"112958","1983-10-25",NA,"Female",29,"26+","ano",0
"112959","1984-03-24",NA,"Male",28,"26+","ano",0
"112960","1986-12-25",NA,"Female",26,"ostatni","ne",0
"112961","1988-09-04",NA,"Female",24,"ostatni","ano",0
"112962","1985-11-19",NA,"Male",27,"26+","ano",0
"112963","1985-11-27",NA,"Male",27,"26+","ne",0
"112964","1985-04-22",NA,"Male",27,"26+","ne",0
"112965","1991-08-17",NA,"Male",21,"do_22","ne",0
"112966","1984-08-13",2015,"Male",28,"26+","ne",1
"112967","1992-08-14",NA,"Female",20,"do_22","ne",0
"112968","1989-12-22",NA,"Male",23,"ostatni","ne",0
"112969","1989-12-22",NA,"Female",23,"ostatni","ne",0
"112970","1992-03-05",NA,"Female",20,"do_22","ne",0
"112971","1984-05-08",NA,"Female",28,"26+","ne",0
"112972","1994-05-25",NA,"Female",18,"do_22","ano",0
"112973","1992-08-12",NA,"Male",20,"do_22","ne",0
"112974","1985-01-02",NA,"Female",27,"26+","ano",0
"112975","1986-06-23",NA,"Female",26,"ostatni","ano",0
"112976","1989-07-29",NA,"Female",23,"ostatni","ano",0
"112977","1995-12-09",NA,"Female",17,"do_22","ano",0
"112978","1987-12-03",NA,"Female",25,"ostatni","ano",0
"112979","1986-09-14",NA,"Female",26,"ostatni","ano",0
"112980","1987-08-18",NA,"Male",25,"ostatni","ano",0
"112981","1987-03-12",NA,"Female",25,"ostatni","ano",0
"112982","1986-10-12",NA,"Female",30,"26+","ne",0
"112983","1986-10-12",NA,"Female",26,"ostatni","ne",0
"112984","1992-05-07",NA,"Male",20,"do_22","ne",0
"112985","1990-07-02",NA,"Female",22,"ostatni","ano",0
"112986","1986-05-14",NA,"Female",26,"ostatni","ne",0
"112987","1988-04-27",NA,"Female",24,"ostatni","ne",0
"112988","1985-03-06",NA,"Male",27,"26+","ne",0
"112989","1985-10-30",NA,"Male",27,"26+","ne",0
"112990","1988-10-15",NA,"Female",24,"ostatni","ano",0
"112991","1987-09-07",NA,"Female",25,"ostatni","ano",0
"112992","1971-10-23",NA,"Male",41,"26+","ne",0
"112993","1986-08-08",NA,"Male",26,"ostatni","ne",0
"112994","1987-11-03",NA,"Male",25,"ostatni","ano",0
"112995","1989-03-12",NA,"Male",23,"ostatni","ano",0
"112996","1990-10-19",NA,"Female",22,"ostatni","ano",0
"112997","1986-04-19",NA,"Male",26,"ostatni","ano",0
"112998","1983-05-08",NA,"Male",29,"26+","ne",0
"112999","1984-10-02",NA,"Male",28,"26+","ne",0
"113000","1988-08-08",NA,"Female",24,"ostatni","ne",0
"113001","1986-02-19",NA,"Male",26,"ostatni","ne",0
"113002","1982-09-27",NA,"Female",30,"26+","ne",0
"113003","1985-03-10",NA,"Female",27,"26+","ne",0
"113004","1982-07-01",NA,"Male",30,"26+","ne",0
"113005","1985-11-03",NA,"Male",27,"26+","ne",0
"113006","1990-07-24",NA,"Male",22,"ostatni","ne",0
"113007","1987-04-19",NA,"Female",25,"ostatni","ne",0
"113008","1989-12-06",NA,"Female",23,"ostatni","ne",0
"113009","1988-08-19",NA,"Male",24,"ostatni","ne",0
"113010","1982-08-26",NA,"Male",30,"26+","ne",0
"113011","1991-06-13",NA,"Male",21,"do_22","ano",0
"113012","1983-09-30",NA,"Male",29,"26+","ne",0
